"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"1142","ENSG00000176371",120.021671201796,-0.809006989710039,0.190848722566352,-4.23899609508141,2.24521563417735e-05,0.000439893800512496,54993,"ZSCAN2","15",84600986,84627796,1,"protein_coding","zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]"
"779","ENSG00000149577",1335.50066951113,0.695830180494069,0.164298813769487,4.23515036128215,2.28398824995569e-05,0.00044691217113151,51092,"SIDT2","11",117178733,117197445,1,"protein_coding","SID1 transmembrane family, member 2 [Source:HGNC Symbol;Acc:HGNC:24272]"
"470","ENSG00000123405",12.6737953619004,-2.47823976772309,0.586055983320657,-4.22867411690111,2.35072553772676e-05,0.000459377267985443,4778,"NFE2","12",54292111,54301121,-1,"protein_coding","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"
"1065","ENSG00000170759",4490.45262291864,0.554070800177357,0.131058484765555,4.22766065980781,2.36133559609098e-05,0.000460856025809251,3799,"KIF5B","10",32009010,32056431,-1,"protein_coding","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]"
"493","ENSG00000125868",15937.9441078362,0.90102115180649,0.213172171882107,4.22672970796954,2.37112203287973e-05,0.00046217043999953,11034,"DSTN","20",17569863,17609919,1,"protein_coding","destrin (actin depolymerizing factor) [Source:HGNC Symbol;Acc:HGNC:15750]"
"690","ENSG00000142002",1575.86721779364,0.511784902257211,0.121309263210815,4.21884437108331,2.45557691677367e-05,0.000477403240109591,91039,"DPP9","19",4675224,4724673,-1,"protein_coding","dipeptidyl-peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]"
"968","ENSG00000165637",2196.41163782697,0.529181690678072,0.125431439934779,4.21889193772495,2.45505898601049e-05,0.000477403240109591,7417,"VDAC2","10",75210154,75231448,1,"protein_coding","voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]"
"499","ENSG00000126458",2035.8709955834,0.585173367476297,0.138726444318865,4.21818183511764,2.46280177480531e-05,0.000478194011274697,6237,"RRAS","19",49635292,49640201,-1,"protein_coding","related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:HGNC:10447]"
"771","ENSG00000148908",406.930993232911,-0.629084763356661,0.149204622332701,-4.21625519049877,2.48392663734943e-05,0.000481678219240168,6001,"RGS10","10",119499828,119542708,-1,"protein_coding","regulator of G-protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]"
"999","ENSG00000166963",7139.81802714842,-0.736426158954699,0.174850341588959,-4.21175133123791,2.53398407891835e-05,0.000490756890987448,4130,"MAP1A","15",43510958,43531620,1,"protein_coding","microtubule-associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]"
"1031","ENSG00000168781",326.426751737297,-1.2250554125645,0.291188711817916,-4.2070841445617,2.58686839994648e-05,0.000500359156030516,9677,"PPIP5K1","15",43533462,43590253,-1,"protein_coding","diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]"
"881","ENSG00000160460",190.321023811135,-1.31577883426974,0.312919803160815,-4.20484360842301,2.61262746801243e-05,0.000504696977079698,57731,"SPTBN4","19",40466241,40576464,1,"protein_coding","spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]"
"16","ENSG00000011478",148.179692769756,0.741744543437215,0.176429709386709,4.20419296736138,2.62015336674537e-05,0.000505506022157435,54814,"QPCTL","19",45692483,45703989,1,"protein_coding","glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]"
"1002","ENSG00000166986",1704.42316560782,-0.394908988395695,0.0939427481252004,-4.20371977908702,2.62563963202587e-05,0.000505920002888445,4141,"MARS","12",57475445,57517569,1,"protein_coding","methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]"
"36","ENSG00000031823",1567.98226075845,-0.547513205505195,0.130471056811139,-4.19643420454346,2.71150184612984e-05,0.000520920929110723,8498,"RANBP3","19",5916139,5978142,-1,"protein_coding","RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]"
"644","ENSG00000137962",4572.42412811343,1.21889764044466,0.29045802322106,4.19646745139826,2.71110402817236e-05,0.000520920929110723,9411,"ARHGAP29","1",94148988,94275068,-1,"protein_coding","Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]"
"1267","ENSG00000189007",174.719484074007,-1.12891389303296,0.269029781529435,-4.19624134776113,2.71381058480264e-05,0.000520920929110723,134637,"ADAT2","6",143422832,143450673,-1,"protein_coding","adenosine deaminase, tRNA-specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]"
"140","ENSG00000080822",1023.22692152675,0.46536012250577,0.110948390907725,4.1943837012725,2.73614487708676e-05,0.000524543217259228,56650,"CLDND1","3",98497912,98523066,-1,"protein_coding","claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]"
"748","ENSG00000146966",2685.88717969121,0.468425173023863,0.111708861562094,4.19326780770641,2.74964505996649e-05,0.000526464910659829,27147,"DENND2A","7",140518420,140673993,-1,"protein_coding","DENN/MADD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]"
"613","ENSG00000136141",517.291353431475,-0.599661634327983,0.143034024308304,-4.19244048559687,2.75969493770814e-05,0.000527721967570579,23143,"LRCH1","13",46553168,46753040,1,"protein_coding","leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]"
"325","ENSG00000108797",1888.70438293358,-0.623094396435292,0.148678946280736,-4.1908717543556,2.77884703949313e-05,0.000530045823842864,8506,"CNTNAP1","17",42682613,42699814,1,"protein_coding","contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]"
"1082","ENSG00000171603",6904.33112544511,0.351672501457922,0.0839106657157977,4.19103457776183,2.77685332226972e-05,0.000530045823842864,22883,"CLSTN1","1",9729026,9824526,-1,"protein_coding","calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]"
"69","ENSG00000064201",17.1426991592073,-2.07145054528797,0.49442666521878,-4.18960119064648,2.79445147257471e-05,0.000532351793108729,10077,"TSPAN32","11",2301997,2318200,1,"protein_coding","tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]"
"485","ENSG00000124762",8083.33868783847,-0.982095722155719,0.234477857104422,-4.18843695640886,2.80882313257441e-05,0.000534417416367331,1026,"CDKN1A","6",36676460,36687339,1,"protein_coding","cyclin-dependent kinase inhibitor 1A (p21, Cip1) [Source:HGNC Symbol;Acc:HGNC:1784]"
"457","ENSG00000122085",488.337995127163,-0.466566862723288,0.111422513877055,-4.1873661479053,2.82210353134021e-05,0.00053627048911101,130916,"MTERF4","2",241072169,241102332,-1,"protein_coding","mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]"
"1068","ENSG00000170802",302.10986615497,1.00491644095412,0.240053421767668,4.18622002366919,2.83638414409972e-05,0.000538308745142735,3344,"FOXN2","2",48314637,48379294,1,"protein_coding","forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]"
"347","ENSG00000110090",2284.63120555179,0.708479829842691,0.16935980301284,4.1832820848816,2.87330503723763e-05,0.00054450045774072,1374,"CPT1A","11",68754620,68844410,-1,"protein_coding","carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:HGNC:2328]"
"659","ENSG00000138615",855.755382175577,1.3874111755436,0.331674275732634,4.18305330577403,2.87619918251948e-05,0.00054450045774072,8483,"CILP","15",65194758,65211488,-1,"protein_coding","cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:HGNC Symbol;Acc:HGNC:1980]"
"290","ENSG00000105552",501.765286707332,0.744862409782769,0.178189748897427,4.18016420356224,2.91298674300848e-05,0.00055077633237033,587,"BCAT2","19",48795062,48811029,-1,"protein_coding","branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:977]"
"1249","ENSG00000187109",11827.4600748288,0.418907389477034,0.100238762805134,4.17909576848428,2.92670429965703e-05,0.000552680007709547,4673,"NAP1L1","12",76036587,76085033,-1,"protein_coding","nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:7637]"
"73","ENSG00000064933",474.677180926486,0.577144839699881,0.138194204741457,4.17633171217014,2.96247726970867e-05,0.000558738707966847,5378,"PMS1","2",189784085,189877629,1,"protein_coding","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]"
"1411","ENSG00000254470",365.954510933768,0.731488998787866,0.175215538169299,4.17479526319792,2.98254161554024e-05,0.00056182329312633,91056,"AP5B1","11",65775893,65780802,-1,"protein_coding","adaptor-related protein complex 5, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:25104]"
"594","ENSG00000135069",711.367453900976,-1.25158684907526,0.299825047678072,-4.174390561322,2.98784803146951e-05,0.000562123707287028,29968,"PSAT1","9",78297143,78330093,1,"protein_coding","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"131","ENSG00000078124",327.409499396012,0.86865267261161,0.208316730194824,4.16986514620894,3.04779929806275e-05,0.000571273766945053,55331,"ACER3","11",76860867,77026797,1,"protein_coding","alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]"
"1241","ENSG00000186073",325.93824266317,-0.557139833975434,0.133607071683756,-4.16998761333657,3.04616194903857e-05,0.000571273766945053,84529,"C15orf41","15",36579611,36810248,1,"protein_coding","chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929]"
"1295","ENSG00000196924",73739.3249566411,0.683272430357154,0.163837853326857,4.17041859669647,3.0404064746302e-05,0.000571273766945053,2316,"FLNA","X",154348524,154374638,-1,"protein_coding","filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
"237","ENSG00000101417",291.295276340568,-0.589557532178624,0.141408241948872,-4.16918790625929,3.05686890621797e-05,0.000571996602132942,11264,"PXMP4","20",33702754,33720319,-1,"protein_coding","peroxisomal membrane protein 4, 24kDa [Source:HGNC Symbol;Acc:HGNC:15920]"
"850","ENSG00000157368",53.9735372844147,-2.11542121394704,0.50741530008645,-4.16901345620958,3.05920929499956e-05,0.000571996602132942,146433,"IL34","16",70579895,70660682,1,"protein_coding","interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]"
"813","ENSG00000153904",3093.39374538368,1.35285466733729,0.324991545179229,4.16273803858869,3.14454053397983e-05,0.000587226465932485,23576,"DDAH1","1",85318481,85578363,-1,"protein_coding","dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]"
"519","ENSG00000128510",163.354469753081,-2.22859740560719,0.535604172348129,-4.16090374321928,3.1699068017104e-05,0.000591234464432315,51200,"CPA4","7",130293134,130324180,1,"protein_coding","carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]"
"421","ENSG00000117122",706.031356008506,-0.715866619777978,0.172219324046391,-4.1567148387201,3.22856561956202e-05,0.000601434517936862,4237,"MFAP2","1",16974502,16980835,-1,"protein_coding","microfibrillar-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]"
"363","ENSG00000111885",5780.07463927868,0.826382778959568,0.19887484803921,4.15529056141196,3.24874418247853e-05,0.000604450007907092,4121,"MAN1A1","6",119177209,119349761,-1,"protein_coding","mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:HGNC:6821]"
"605","ENSG00000135679",3281.03314493111,-0.6713432112034,0.161575636121239,-4.15497798628286,3.25318862007561e-05,0.000604534253387057,4193,"MDM2","12",68808172,68850686,1,"protein_coding","MDM2 proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6973]"
"49","ENSG00000049089",69.330610655078,-0.932143394751679,0.224397673946771,-4.15397975547997,3.26742095778748e-05,0.000606434931442297,1298,"COL9A2","1",40300487,40317816,-1,"protein_coding","collagen, type IX, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2218]"
"117","ENSG00000075142",1478.07969934526,0.415145222343613,0.100008477183909,4.15110032702719,3.30880672966574e-05,0.00061336447883461,6717,"SRI","7",88205118,88226993,-1,"protein_coding","sorcin [Source:HGNC Symbol;Acc:HGNC:11292]"
"680","ENSG00000140564",2519.98803846909,0.512316539976357,0.123471735734447,4.1492616664773,3.33549362382042e-05,0.000617555634874821,5045,"FURIN","15",90868592,90883458,1,"protein_coding","furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:HGNC:8568]"
"100","ENSG00000070882",1137.43626772457,-1.12236951256612,0.270560085026445,-4.14831889358853,3.34925649475826e-05,0.000619346637522757,26031,"OSBPL3","7",24796539,24981634,-1,"protein_coding","oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
"756","ENSG00000147459",1166.48221391024,0.711781725553779,0.171629787726134,4.14719225015621,3.36577431191086e-05,0.000621642096998659,80005,"DOCK5","8",25184723,25418082,1,"protein_coding","dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]"
"821","ENSG00000154319",89.7923845216443,0.986924515931066,0.238026950190038,4.14627215591813,3.37932126313705e-05,0.000623383928504392,83648,"FAM167A","8",11421463,11474715,-1,"protein_coding","family with sequence similarity 167, member A [Source:HGNC Symbol;Acc:HGNC:15549]"
"670","ENSG00000139436",2638.63526552401,0.544316191330024,0.131291660038575,4.14585504646752,3.38547959486203e-05,0.000623760200294226,9815,"GIT2","12",109929792,109996389,-1,"protein_coding","G protein-coupled receptor kinase interacting ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]"
"1170","ENSG00000179388",56.3232846179851,-1.96822920943435,0.475076671915166,-4.14297170496683,3.42834257271538e-05,0.000630890015355704,1960,"EGR3","8",22687659,22693302,-1,"protein_coding","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]"
"885","ENSG00000161267",42.4134126261392,1.56567871197023,0.378079171707582,4.14113981708882,3.45584214551856e-05,0.000635178753566488,622,"BDH1","3",197509783,197573323,-1,"protein_coding","3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]"
"1079","ENSG00000171469",630.454629229045,-0.605607872080341,0.146258534470736,-4.14066689695647,3.46297538301778e-05,0.000635718329403688,93134,"ZNF561","19",9604680,9621399,-1,"protein_coding","zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]"
"719","ENSG00000144362",100.684408365839,1.46422971597371,0.353832262520789,4.13820295962322,3.50036668250827e-05,0.000641804520660868,493911,"PHOSPHO2","2",169694454,169701708,1,"protein_coding","phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]"
"1174","ENSG00000179862",58.1084413078857,1.47917882800045,0.35758955353279,4.13652695775635,3.52601948216347e-05,0.000645726300572741,163732,"CITED4","1",40861051,40862366,-1,"protein_coding","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:HGNC Symbol;Acc:HGNC:18696]"
"1346","ENSG00000204262",16019.6486291957,0.374950604071618,0.0906538185534887,4.13607071444414,3.533033573607e-05,0.000646229389761811,1290,"COL5A2","2",189031896,189179879,-1,"protein_coding","collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2210]"
"823","ENSG00000154710",1280.38728267921,0.410652075365207,0.0993975886617749,4.13140882886559,3.60546689455242e-05,0.000658682703474021,27342,"RABGEF1","7",66682164,66811464,1,"protein_coding","RAB guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:HGNC:17676]"
"1339","ENSG00000198925",2050.32199109614,0.372390241016035,0.0901789564619911,4.12945830852446,3.63618929682345e-05,0.000663495022896279,79065,"ATG9A","2",219209772,219229717,-1,"protein_coding","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]"
"217","ENSG00000100320",5407.33945229994,-0.413579389165365,0.100176342160765,-4.12851358159639,3.65115876817015e-05,0.000665424783922225,23543,"RBFOX2","22",35738736,36028425,-1,"protein_coding","RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"413","ENSG00000116455",502.552674839896,0.504757199514493,0.122330999213312,4.12615937710386,3.68871680869e-05,0.000670655655073351,79084,"WDR77","1",111439890,111449376,-1,"protein_coding","WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]"
"544","ENSG00000131370",1431.48422952866,-0.857798320696249,0.207885980926936,-4.12629229191618,3.68658660534868e-05,0.000670655655073351,9467,"SH3BP5","3",15254853,15341368,-1,"protein_coding","SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:HGNC:10827]"
"152","ENSG00000084710",26.0125454637684,-2.11765140565449,0.513557207197557,-4.12349661532422,3.73163946009652e-05,0.000677338552579643,22979,"EFR3B","2",25042130,25159137,1,"protein_coding","EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]"
"697","ENSG00000142875",1028.01819791706,-0.612531537326281,0.148552807636536,-4.12332521391963,3.73441856324861e-05,0.000677338552579643,5567,"PRKACB","1",84078062,84238498,1,"protein_coding","protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:9381]"
"259","ENSG00000102996",168.083826031282,1.26887064627569,0.307849291191987,4.12172671037392,3.76043148925736e-05,0.000681240848143573,4324,"MMP15","16",58025566,58046901,1,"protein_coding","matrix metallopeptidase 15 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7161]"
"288","ENSG00000105486",169.526609785985,-1.11545611201005,0.270910125075608,-4.1174397291306,3.83104674458738e-05,0.000690728606509237,3978,"LIG1","19",48115445,48170603,-1,"protein_coding","ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6598]"
"495","ENSG00000125970",2091.87967105203,-0.431262543681326,0.10473523515403,-4.11764525135293,3.82763284590134e-05,0.000690728606509237,22913,"RALY","20",33993646,34108308,1,"protein_coding","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]"
"817","ENSG00000154217",194.499919189598,0.959998138426502,0.233116255073282,4.11810895865978,3.81994087842612e-05,0.000690728606509237,26207,"PITPNC1","17",67377281,67697261,1,"protein_coding","phosphatidylinositol transfer protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]"
"1279","ENSG00000196305",3000.26898668304,-0.690899986993429,0.167783806269752,-4.11779898402497,3.82508110373599e-05,0.000690728606509237,3376,"IARS","9",92210207,92293756,-1,"protein_coding","isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]"
"701","ENSG00000143322",1187.01226451479,0.664846796966168,0.161507786829802,4.11649995344674,3.84669407459385e-05,0.000692725110103732,27,"ABL2","1",179099327,179229684,-1,"protein_coding","ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]"
"227","ENSG00000100906",568.897778757053,0.856632593541367,0.2081128794776,4.1161921150275,3.85183278211071e-05,0.000692826692221695,4792,"NFKBIA","14",35401511,35404749,-1,"protein_coding","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"562","ENSG00000132589",2015.72786644991,0.52693130077485,0.128025729315769,4.11582346447876,3.85799519272147e-05,0.000693111947731514,2319,"FLOT2","17",28879335,28897679,-1,"protein_coding","flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]"
"468","ENSG00000123352",639.100759189755,-0.561491654774299,0.136690754300046,-4.10775152752309,3.99529577625883e-05,0.000716928371225592,65244,"SPATS2","12",49366584,49527424,1,"protein_coding","spermatogenesis associated, serine-rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]"
"440","ENSG00000119523",802.028795708802,0.389964593136251,0.0950629113345803,4.10217389370439,4.09286478119139e-05,0.000733567303090456,85365,"ALG2","9",99216426,99221956,-1,"protein_coding","ALG2, alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]"
"1262","ENSG00000188428",267.477201566379,-0.690454406051025,0.168341293977788,-4.10151537828933,4.10453222450809e-05,0.000734788895273936,63915,"BLOC1S5","6",8013567,8064414,-1,"protein_coding","biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:HGNC:18561]"
"1204","ENSG00000183496",190.04571921043,-1.67687171148577,0.408960615733889,-4.10032567189039,4.12569125994576e-05,0.000737704771332686,84206,"MEX3B","15",82041778,82046141,-1,"protein_coding","mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]"
"981","ENSG00000166260",910.725434468954,0.906091473650672,0.221175122008714,4.0967151523261,4.19054013699354e-05,0.000748416631777914,1353,"COX11","17",54951902,54968785,-1,"protein_coding","COX11 cytochrome c oxidase copper chaperone [Source:HGNC Symbol;Acc:HGNC:2261]"
"87","ENSG00000068383",1410.80861574652,1.29756279448948,0.316879670095201,4.09481237499285,4.22510406729492e-05,0.000752152840162072,3632,"INPP5A","10",132537820,132783480,1,"protein_coding","inositol polyphosphate-5-phosphatase, 40kDa [Source:HGNC Symbol;Acc:HGNC:6076]"
"218","ENSG00000100380",6325.85757052382,-0.303030881093766,0.0739957915766304,-4.09524480564473,4.21722530084692e-05,0.000752152840162072,6767,"ST13","22",40824535,40857022,-1,"protein_coding","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:HGNC:11343]"
"861","ENSG00000158467",546.366755633475,-0.815676165616014,0.199200792876818,-4.0947435692207,4.22635897641415e-05,0.000752152840162072,23382,"AHCYL2","7",129225023,129430211,1,"protein_coding","adenosylhomocysteinase-like 2 [Source:HGNC Symbol;Acc:HGNC:22204]"
"133","ENSG00000078699",508.578156051852,-0.59266014337247,0.144816901286348,-4.09247911057422,4.2678570206875e-05,0.00075864664998019,9139,"CBFA2T2","20",33490075,33650036,1,"protein_coding","core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:HGNC Symbol;Acc:HGNC:1536]"
"570","ENSG00000133121",1034.18962663301,0.708181547114784,0.173112445967497,4.09087598038878,4.29746906893442e-05,0.000763014877479623,90627,"STARD13","13",33103135,33350630,-1,"protein_coding","StAR-related lipid transfer (START) domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]"
"1072","ENSG00000170899",431.570178945163,-0.706122422258432,0.172699342748459,-4.08873832998264,4.33725777513089e-05,0.000769177623001842,2941,"GSTA4","6",52977948,52995378,-1,"protein_coding","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"454","ENSG00000121753",515.009318318253,-0.684756334147921,0.167536617822842,-4.08720399782692,4.36603190582449e-05,0.000773374891388443,576,"ADGRB2","1",31727117,31764893,-1,"protein_coding","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"729","ENSG00000145431",1030.09209014272,-0.829061622084872,0.202975487044161,-4.08454062191506,4.41641002526139e-05,0.000781384694305885,56034,"PDGFC","4",156760454,156971394,-1,"protein_coding","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]"
"883","ENSG00000161011",17777.229851117,-0.629043930199256,0.154052886886234,-4.08329855359216,4.44009198374703e-05,0.000784658029099753,8878,"SQSTM1","5",179806398,179838078,1,"protein_coding","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]"
"216","ENSG00000100302",35.9024357827501,-1.98953964488074,0.487303341754859,-4.08275395304305,4.45051357694664e-05,0.000785583078354974,23551,"RASD2","22",35540868,35554001,1,"protein_coding","RASD family, member 2 [Source:HGNC Symbol;Acc:HGNC:18229]"
"223","ENSG00000100647",850.433231758249,0.678017136904316,0.166088750256199,4.08225804492144,4.46002355956565e-05,0.000785924889524618,9766,"SUSD6","14",69611596,69715142,1,"protein_coding","sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]"
"334","ENSG00000109339",761.557092139261,-0.761778520953502,0.186619950463257,-4.08197793999246,4.46540361948593e-05,0.000785924889524618,5602,"MAPK10","4",86015123,86594131,-1,"protein_coding","mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]"
"840","ENSG00000156675",1636.12089117043,1.45131770839937,0.35555460735818,4.08184194035021,4.46801802496333e-05,0.000785924889524618,80223,"RAB11FIP1","8",37858618,37899467,-1,"protein_coding","RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:HGNC:30265]"
"458","ENSG00000122299",1477.79900026461,0.502700289120714,0.123316166499529,4.0765157026077,4.57155696711107e-05,0.000803204527458204,29066,"ZC3H7A","16",11750586,11797267,-1,"protein_coding","zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]"
"1218","ENSG00000184564",43.0620230480362,-2.97365689519821,0.72973754695238,-4.07496764777579,4.60207445111557e-05,0.000807629403964604,84189,"SLITRK6","13",85792790,85799488,-1,"protein_coding","SLIT and NTRK-like family, member 6 [Source:HGNC Symbol;Acc:HGNC:23503]"
"310","ENSG00000106948",547.479212078056,-0.910375357666883,0.223485680041551,-4.07352881624283,4.63061190736234e-05,0.000811696959919011,80709,"AKNA","9",114334156,114394405,-1,"protein_coding","AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]"
"276","ENSG00000104093",723.020963286166,-0.505522725411873,0.124137976514175,-4.07226490721917,4.65581836065931e-05,0.00081517189678827,23312,"DMXL2","15",51447711,51622833,-1,"protein_coding","Dmx-like 2 [Source:HGNC Symbol;Acc:HGNC:2938]"
"693","ENSG00000142327",1040.76401732274,0.545351133522605,0.133988980071789,4.07011929809761,4.69890694149789e-05,0.000821766115808146,NA,"RNPEPL1","2",240565804,240581372,1,"protein_coding","arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:HGNC Symbol;Acc:HGNC:10079]"
"527","ENSG00000129128",3708.19453774392,0.834937035540299,0.205506182296023,4.062831717333,4.84809812562738e-05,0.00084687942459777,60559,"SPCS3","4",176319964,176332245,1,"protein_coding","signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]"
"1380","ENSG00000219481",952.807542286314,-0.67470112079511,0.166165410469491,-4.06041858464274,4.89848164946652e-05,0.000854694753239291,NA,"NBPF1","1",16562319,16613562,-1,"protein_coding","neuroblastoma breakpoint family, member 1 [Source:HGNC Symbol;Acc:HGNC:26088]"
"277","ENSG00000104313",102.188579993028,-0.975368314587889,0.240245189646907,-4.05988696806544,4.90964773650881e-05,0.000855657249360483,2138,"EYA1","8",71197433,71362232,-1,"protein_coding","EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]"
"691","ENSG00000142227",2295.64729975589,-0.550807683598217,0.135715229170642,-4.05855471758191,4.93773645269987e-05,0.00085956343190965,2014,"EMP3","19",48321509,48330553,1,"protein_coding","epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]"
"275","ENSG00000104047",1678.16093429181,-0.463221748649394,0.114182620453456,-4.05684986742983,4.97390316902761e-05,0.000864865252524951,56986,"DTWD1","15",49620980,49656232,1,"protein_coding","DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]"
"450","ENSG00000120942",291.569810256613,0.673558296310399,0.16628116118726,4.05071922460214,5.10604466908308e-05,0.000886823927904395,29914,"UBIAD1","1",11273206,11296049,1,"protein_coding","UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]"
